agent_id,survey_id,cell,mg,tenure,income,income_bracket,household_size,generations,has_vehicle,has_children,has_elderly,housing_cost_burden,mg_criteria_met,longitude,latitude,grid_x,grid_y,flood_zone,flood_depth,zipcode,rcv_building,rcv_contents,tp_score,cp_score,sc_score,pa_score,sp_score,flood_experience,flood_frequency,sfha_awareness,elevated,has_insurance,relocated,cumulative_damage,cumulative_oop,memory_flood_exp,memory_insurance,memory_social,memory_gov_trust,memory_place,memory_zone
H0182,6720c26f12695d0297414d2d,MG-Renter,True,Renter,20000.0,"Less than $25,000",2,1,False,False,False,True,True,-74.292239,40.878895,226,338,LOW,0.0,7017,0.0,23714.21,2.18,2.5,2.67,1.22,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0183,673d1f3e724f567f0e208f01,MG-Renter,True,Renter,37500.0,"$35,000 to $39,999",3,1,True,False,False,True,True,-74.276133,40.881672,284,328,HIGH,1.173,8854,0.0,29645.54,3.09,3.25,4.0,4.0,4.0,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a high-risk flood zone. I know this area floods regularly.
H0184,5f84743db0bcc50c63cdb55c,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",2,1,True,False,False,True,True,-74.311401,40.939156,157,121,MEDIUM,0.063,7087,0.0,33412.36,3.45,3.0,3.0,3.33,4.0,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have Both private and NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0185,5b9b42e3d2599000010fb908,MG-Renter,True,Renter,32500.0,"$30,000 to $34,999",4,1,True,False,True,True,True,-74.251139,40.898056,374,269,HIGH,0.914,7436,0.0,31882.69,2.09,2.5,3.17,1.33,1.67,True,0,True,False,False,False,0.0,0.0,I experienced flooding at my home 6 to 10 years ago. The damage was significant and caused financ...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0186,67269b19b3bf568ba3003046,MG-Renter,True,Renter,37500.0,"$35,000 to $39,999",4,2,True,False,True,True,True,-74.336949,40.877228,65,344,HIGH,3.355,7302,0.0,38570.0,3.36,3.25,4.0,3.89,3.33,True,2,True,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I have been living here for 2 generations. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0187,650c6d9bdfb2c4ad09bff5ff,MG-Renter,True,Renter,32500.0,"$30,000 to $34,999",5,1,True,False,True,True,True,-74.290295,40.883615,233,321,MEDIUM,0.221,7657,0.0,35366.19,2.45,2.62,2.83,1.89,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0188,6126c68385863fa349a80305,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",3,1,True,False,False,True,True,-74.301404,40.865565,193,386,HIGH,0.973,7035,0.0,30635.86,3.55,3.38,4.0,3.67,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0189,5fe354a2e44df4fb4634bbc3,MG-Renter,True,Renter,20000.0,"Less than $25,000",5,1,False,True,False,False,True,-74.281131,40.945265,266,99,HIGH,0.764,7631,0.0,23766.03,3.27,2.75,3.5,2.67,2.0,True,0,True,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0190,5ce42b3454e33d001918923a,MG-Renter,True,Renter,20000.0,"Less than $25,000",1,1,False,False,True,False,True,-74.2728,40.859733,296,407,LOW,0.0,8722,0.0,20425.76,2.73,2.38,3.67,3.22,3.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0191,60d76140337e60ae26f7fce9,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",1,1,False,False,False,True,True,-74.240864,40.948875,411,86,LOW,0.0,8701,0.0,28767.43,3.55,3.38,3.5,3.67,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0192,66bbb95169813caae3f912c1,MG-Renter,True,Renter,32500.0,"$30,000 to $34,999",4,1,True,True,False,True,True,-74.31751,40.886948,135,309,HIGH,3.017,7920,0.0,37281.99,2.45,3.12,4.0,3.22,4.0,True,2,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0193,6126c68385863fa349a80305,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",3,1,True,False,False,True,True,-74.258082,40.909164,349,229,LOW,0.0,7035,0.0,32070.47,3.55,3.38,4.0,3.67,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0194,565e0169998e44000a4bdab1,MG-Renter,True,Renter,57500.0,"$55,000 to $59,999",7,1,True,True,False,True,True,-74.248085,40.936101,385,132,LOW,0.0,8611,0.0,36771.31,1.64,2.38,2.0,1.22,2.0,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0195,66a0f16209972ba2d34d2b62,MG-Renter,True,Renter,20000.0,"Less than $25,000",4,1,True,True,False,True,True,-74.350834,40.901111,15,258,LOW,0.0,7018,0.0,28865.9,2.27,2.75,2.0,1.78,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0196,650c6d9bdfb2c4ad09bff5ff,MG-Renter,True,Renter,32500.0,"$30,000 to $34,999",5,1,True,False,True,True,True,-74.230312,40.886948,449,309,LOW,0.0,7657,0.0,34926.59,2.45,2.62,2.83,1.89,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0197,6761bebf39e0c85287317d7c,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",3,3,True,True,True,True,True,-74.286408,40.943877,247,104,HIGH,0.677,7853,0.0,26580.71,4.82,4.38,3.83,3.56,4.67,True,0,False,False,True,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 3 generations. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0198,672c5b912fcc16cf421581e7,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",2,4,False,False,True,False,True,-74.271967,40.868897,299,374,LOW,0.0,8872,0.0,31768.63,2.73,2.62,3.33,2.44,3.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0199,673d1f3e724f567f0e208f01,MG-Renter,True,Renter,37500.0,"$35,000 to $39,999",3,1,True,False,False,True,True,-74.233089,40.925271,439,171,LOW,0.0,8854,0.0,35291.04,3.09,3.25,4.0,4.0,4.0,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a low-risk area for flooding.
H0200,6700725bad6c9256c4262b03,MG-Renter,True,Renter,100000.0,"More than $74,999",3,1,False,False,False,True,True,-74.283353,40.882782,258,324,LOW,0.0,7302,0.0,54285.15,3.0,4.25,3.5,2.78,3.67,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0201,67ab357a63d30f93491fbdab,NMG-Owner,False,Owner,100000.0,"More than $74,999",2,1,True,True,False,False,False,-74.311956,40.885837,155,313,HIGH,1.641,8054,445323.4,134619.57,3.64,4.38,4.67,4.11,4.0,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0202,67ac4bbfcfb61fcccb7487e6,NMG-Owner,False,Owner,100000.0,"More than $74,999",4,1,True,True,False,True,True,-74.275577,40.891391,286,293,HIGH,1.248,8833,473286.02,210207.32,3.27,2.38,3.67,2.78,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0203,5ff217e93986cc6725ec82fb,NMG-Owner,False,Owner,100000.0,"More than $74,999",3,1,True,True,False,False,False,-74.283353,40.890836,258,295,HIGH,1.737,8731,553565.41,241543.88,3.64,3.25,4.0,3.22,2.67,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0204,5dce9e77b368171079d3ca2e,NMG-Owner,False,Owner,100000.0,"More than $74,999",1,1,True,False,False,False,False,-74.310845,40.877228,159,344,HIGH,1.469,7462,548729.26,223549.04,3.64,2.38,2.5,2.22,1.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0205,663220277d3d0768dc4d2081,NMG-Owner,False,Owner,100000.0,"More than $74,999",6,1,True,True,False,False,False,-74.339449,40.893613,56,285,HIGH,3.287,7003,264585.31,93495.2,3.36,2.5,3.17,2.78,2.0,True,2,False,False,False,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0206,677213f01024f24fc2dd7ce5,NMG-Owner,False,Owner,52500.0,"$50,000 to $54,999",3,1,True,True,False,True,True,-74.331951,40.916662,83,202,LOW,0.0,8527,301906.4,129274.01,2.82,2.25,3.17,3.22,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0207,63f7ac13d942e94c18c92d4b,NMG-Owner,False,Owner,20000.0,"Less than $25,000",3,2,True,True,False,False,True,-74.316399,40.867231,139,380,HIGH,0.507,8817,466834.65,150465.68,2.73,2.88,3.17,3.44,3.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 2 generations. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0208,5cb149aad4a95c0016492c6c,NMG-Owner,False,Owner,100000.0,"More than $74,999",4,1,True,True,False,True,True,-74.282797,40.869453,260,372,HIGH,0.699,8902,466659.72,180575.4,2.18,2.25,3.83,2.44,2.67,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0209,66fb00df4bb1b62dd2d00b15,NMG-Owner,False,Owner,100000.0,"More than $74,999",3,1,True,True,False,True,True,-74.276966,40.895557,281,278,HIGH,1.759,7076,466836.39,182413.86,2.27,1.88,1.67,1.0,1.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0210,5c7e9e5384fc500017bee7ce,NMG-Owner,False,Owner,67500.0,"$60,000 to $74,999",3,1,True,False,False,True,True,-74.239476,40.896667,416,274,LOW,0.0,7052,1000000.0,490763.19,2.09,3.0,4.17,3.33,3.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0211,614f58258eaf7063aa888d90,NMG-Owner,False,Owner,32500.0,"$30,000 to $34,999",2,4,True,False,True,False,False,-74.264747,40.882505,325,325,HIGH,1.994,7450,474723.11,225574.46,2.64,2.5,2.83,1.56,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0212,5f50b1bbe29c992335098fb1,NMG-Owner,False,Owner,57500.0,"$55,000 to $59,999",4,1,True,False,True,False,False,-74.302237,40.954707,190,65,LOW,0.0,8053,562355.52,198330.31,2.64,2.75,3.83,4.0,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a low-risk area for flooding.
H0213,67c0c4f757d625c937fa4cf9,NMG-Owner,False,Owner,100000.0,"More than $74,999",3,1,True,True,False,False,False,-74.298626,40.891669,203,292,HIGH,2.904,7206,532543.76,213079.93,3.91,4.5,3.0,3.78,5.0,True,2,True,False,True,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0214,5a10ab0a120fb300019496f4,NMG-Owner,False,Owner,67500.0,"$60,000 to $74,999",3,1,True,True,False,True,True,-74.354722,40.884726,1,317,LOW,0.0,7748,486327.33,163274.86,3.09,3.5,3.5,3.33,3.33,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0215,66c164257fab16961369cc02,NMG-Owner,False,Owner,100000.0,"More than $74,999",5,1,True,True,False,True,True,-74.262525,40.909719,333,227,HIGH,1.43,8034,363901.7,175591.87,1.18,2.38,5.0,5.0,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0216,5c3fe40bf3244f00012d3972,NMG-Owner,False,Owner,100000.0,"More than $74,999",2,1,True,False,False,False,False,-74.269745,40.875284,307,351,LOW,0.0,8816,502278.78,238132.24,2.55,3.75,4.83,3.33,3.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0217,66329767cb85e95a0d3d9d55,NMG-Owner,False,Owner,67500.0,"$60,000 to $74,999",2,1,True,False,False,False,False,-74.251417,40.885837,373,313,HIGH,3.532,7016,317226.8,114102.98,3.09,3.38,3.67,3.22,3.0,True,2,True,False,False,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0218,66bebe02e300bb97421dc376,NMG-Owner,False,Owner,27500.0,"$25,000 to $29,999",1,1,True,False,True,False,False,-74.261414,40.969981,337,10,LOW,0.0,8759,372567.77,159380.73,1.36,3.12,4.17,3.67,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0219,578678f6900cc80001d2dea5,NMG-Owner,False,Owner,100000.0,"More than $74,999",5,1,True,True,False,True,True,-74.277799,40.919161,278,193,HIGH,3.572,7607,345798.24,145855.64,4.45,3.25,4.5,4.44,4.0,True,4,True,False,True,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I have Private flood insurance flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a high-risk flood zone. I know this area floods regularly.
H0220,5deaf0df6f9b7e221e81d2be,NMG-Owner,False,Owner,100000.0,"More than $74,999",2,1,True,False,False,False,False,-74.291962,40.865565,227,386,HIGH,1.332,8060,409946.55,135515.15,2.64,2.75,3.67,2.56,3.67,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0221,66465c4eaf35d280ee66b87f,NMG-Owner,False,Owner,100000.0,"More than $74,999",2,1,True,False,False,True,True,-74.255583,40.943321,358,106,LOW,0.0,7840,801000.94,362454.65,2.36,2.5,3.67,3.22,4.0,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0222,5fc5436c227abc0356c40dc8,NMG-Owner,False,Owner,100000.0,"More than $74,999",3,1,True,True,False,True,True,-74.262248,40.902777,334,252,LOW,0.0,7702,228442.6,93176.21,2.45,3.0,4.5,3.67,3.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0223,66645d7445d73c5f55be8948,NMG-Owner,False,Owner,100000.0,"More than $74,999",4,1,True,True,False,True,True,-74.243086,40.93138,403,149,LOW,0.0,8857,491441.35,223962.25,2.73,2.88,3.0,2.0,1.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0224,65cbcaf7cc2e13efe96b5aec,NMG-Owner,False,Owner,100000.0,"More than $74,999",6,1,True,False,True,True,True,-74.276133,40.929436,284,156,HIGH,1.941,8057,246570.95,100125.25,3.64,3.75,4.17,3.33,3.0,True,2,False,False,False,False,0.0,0.0,"I experienced flooding at my home 6 to 10 years ago. I managed to recover, though it was disrupti...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0225,65b2b48eb1b3f9d1919dc177,NMG-Owner,False,Owner,100000.0,"More than $74,999",1,1,True,False,False,False,False,-74.321953,40.971092,119,6,LOW,0.0,7052,347194.45,104198.05,3.64,2.88,3.83,3.56,2.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0226,661c5d9450ded976adbd5b24,NMG-Owner,False,Owner,100000.0,"More than $74,999",2,1,True,False,False,True,True,-74.263914,40.900555,328,260,LOW,0.0,8648,554545.98,202315.68,2.09,2.88,3.17,2.67,2.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0227,5fa315662ca5b25d05ae8236,NMG-Owner,False,Owner,52500.0,"$50,000 to $54,999",2,1,True,True,False,True,True,-74.353889,40.960261,4,45,LOW,0.0,7040,407788.46,123925.02,3.55,1.75,3.67,3.0,1.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
