agent_id,year,cumulative_state,elevated,has_insurance,relocated,trust_insurance,trust_neighbors
Agent_67,8,Do Nothing,False,False,False,0.27999999999999997,0.57
Agent_68,8,Only House Elevation,True,False,False,0.3099999999999999,0.6
Agent_69,8,Only House Elevation,True,False,False,0.27999999999999986,0.59
Agent_7,8,Do Nothing,False,False,False,0.42999999999999994,0.5399999999999999
Agent_70,8,Only House Elevation,True,False,False,0.18,0.6800000000000002
Agent_71,8,Only House Elevation,True,False,False,0.2399999999999999,0.66
Agent_72,8,Only House Elevation,True,False,False,0.09000000000000005,0.59
Agent_73,8,Only House Elevation,True,False,False,0.30999999999999983,0.5499999999999999
Agent_74,8,Only House Elevation,True,False,False,0.18000000000000005,0.61
Agent_75,8,Both Flood Insurance and House Elevation,True,True,False,0.19000000000000003,0.61
Agent_76,8,Do Nothing,False,False,False,0.010000000000000016,0.65
Agent_77,8,Only House Elevation,True,False,False,0.3799999999999999,0.59
Agent_78,8,Only House Elevation,True,False,False,0.33999999999999986,0.5199999999999999
Agent_79,8,Only House Elevation,True,False,False,0.3999999999999999,0.64
Agent_8,8,Only Flood Insurance,False,True,False,0.17000000000000004,0.5499999999999999
Agent_80,8,Only House Elevation,True,False,False,0.3399999999999999,0.61
Agent_81,8,Only House Elevation,True,False,False,0.2699999999999999,0.5299999999999999
Agent_82,8,Both Flood Insurance and House Elevation,True,True,False,0.24000000000000002,0.5399999999999999
Agent_83,8,Only House Elevation,True,False,False,0.22999999999999993,0.5599999999999999
Agent_84,8,Both Flood Insurance and House Elevation,True,True,False,0.4899999999999999,0.59
Agent_85,8,Only House Elevation,True,False,False,0.29999999999999993,0.6
Agent_86,8,Only House Elevation,True,False,False,0.15000000000000002,0.66
Agent_87,8,Only House Elevation,True,False,False,0.31999999999999995,0.6900000000000002
Agent_88,8,Only House Elevation,True,False,False,0.46999999999999986,0.59
Agent_89,8,Only House Elevation,True,False,False,0.1400000000000001,0.66
Agent_9,8,Only House Elevation,True,False,False,0.27999999999999997,0.5499999999999999
Agent_90,8,Do Nothing,False,False,False,0.44999999999999996,0.5199999999999999
Agent_91,8,Do Nothing,False,False,False,0.23999999999999996,0.59
Agent_92,8,Only House Elevation,True,False,False,0.08000000000000003,0.59
Agent_93,8,Do Nothing,False,False,False,0.11000000000000006,0.64
Agent_94,8,Only House Elevation,True,False,False,0.17000000000000004,0.6800000000000002
Agent_95,8,Do Nothing,False,False,False,0.27999999999999997,0.65
Agent_96,8,Only House Elevation,True,False,False,0.41999999999999993,0.6700000000000002
Agent_97,8,Only House Elevation,True,False,False,0.3899999999999999,0.65
Agent_98,8,Only House Elevation,True,False,False,0.38999999999999985,0.6300000000000001
Agent_99,8,Only House Elevation,True,False,False,0.27999999999999986,0.6300000000000001
Agent_1,9,Only House Elevation,True,False,False,0.09,0.59
Agent_10,9,Only House Elevation,True,False,False,0.17000000000000004,0.68
Agent_100,9,Only House Elevation,True,False,False,0.15000000000000005,0.6900000000000001
Agent_11,9,Only House Elevation,True,False,False,0.05000000000000002,0.7400000000000002
Agent_12,9,Only House Elevation,True,False,False,0.15000000000000002,0.57
Agent_13,9,Only House Elevation,True,False,False,0.050000000000000044,0.65
Agent_14,9,Only House Elevation,True,False,False,0.21999999999999997,0.7100000000000002
Agent_15,9,Only House Elevation,True,False,False,0.52,0.7000000000000001
Agent_16,9,Only House Elevation,True,False,False,0.28999999999999987,0.6700000000000002
Agent_17,9,Only House Elevation,True,False,False,0.18,0.7300000000000002
Agent_18,9,Only House Elevation,True,False,False,0.010000000000000016,0.63
Agent_19,9,Only House Elevation,True,False,False,0.24999999999999992,0.57
Agent_2,9,Only House Elevation,True,False,False,0.060000000000000026,0.68
Agent_20,9,Only House Elevation,True,False,False,0.21999999999999992,0.6
Agent_21,9,Only House Elevation,True,False,False,0.17999999999999994,0.59
Agent_22,9,Only House Elevation,True,False,False,0.4899999999999999,0.6900000000000001
Agent_23,9,Only House Elevation,True,False,False,0.19,0.7500000000000002
Agent_24,9,Only House Elevation,True,False,False,0.2999999999999998,0.7100000000000002
Agent_25,9,Only House Elevation,True,False,False,0.08,0.68
Agent_26,9,Only House Elevation,True,False,False,0.10000000000000006,0.5599999999999999
Agent_27,9,Only House Elevation,True,False,False,0.22999999999999993,0.59
Agent_28,9,Only House Elevation,True,False,False,0.28999999999999987,0.7400000000000002
Agent_29,9,Only House Elevation,True,False,False,0.09000000000000005,0.63
Agent_3,9,Only House Elevation,True,False,False,0.34999999999999987,0.59
Agent_30,9,Only House Elevation,True,False,False,0.10000000000000006,0.66
Agent_31,9,Only House Elevation,True,False,False,0.22999999999999998,0.59
Agent_32,9,Both Flood Insurance and House Elevation,True,True,False,0.26999999999999996,0.61
Agent_33,9,Only House Elevation,True,False,False,0.27999999999999986,0.7600000000000002
Agent_34,9,Only House Elevation,True,False,False,0.24999999999999992,0.7400000000000002
Agent_35,9,Only House Elevation,True,False,False,0.09000000000000005,0.6700000000000002
Agent_36,9,Both Flood Insurance and House Elevation,True,True,False,0.38,0.57
Agent_37,9,Only House Elevation,True,False,False,0.34999999999999987,0.7200000000000002
Agent_38,9,Only House Elevation,True,False,False,0.36999999999999983,0.62
Agent_39,9,Do Nothing,False,False,False,0.48,0.65
Agent_4,9,Only House Elevation,True,False,False,0.16000000000000006,0.59
Agent_40,9,Only House Elevation,True,False,False,0.22999999999999998,0.7300000000000002
Agent_41,9,Only House Elevation,True,False,False,0.34999999999999987,0.5599999999999999
Agent_42,9,Both Flood Insurance and House Elevation,True,True,False,0.34999999999999987,0.63
Agent_43,9,Only House Elevation,True,False,False,0.22999999999999993,0.65
Agent_44,9,Only Flood Insurance,False,True,False,0.24999999999999986,0.61
Agent_45,9,Only House Elevation,True,False,False,0.3299999999999999,0.65
Agent_46,9,Do Nothing,False,False,False,0.48999999999999994,0.65
Agent_47,9,Both Flood Insurance and House Elevation,True,True,False,0.1399999999999999,0.57
Agent_48,9,Only House Elevation,True,False,False,0.5499999999999999,0.61
Agent_49,9,Only House Elevation,True,False,False,0.2899999999999998,0.7600000000000002
Agent_5,9,Only House Elevation,True,False,False,0.12000000000000009,0.5599999999999999
Agent_50,9,Only House Elevation,True,False,False,0.3699999999999999,0.65
Agent_51,9,Only House Elevation,True,False,False,0.3899999999999999,0.68
Agent_52,9,Only Flood Insurance,False,True,False,0.45000000000000007,0.58
Agent_53,9,Only House Elevation,True,False,False,0.2599999999999999,0.64
Agent_54,9,Only House Elevation,True,False,False,0.44999999999999996,0.63
Agent_55,9,Only House Elevation,True,False,False,0.33999999999999986,0.68
Agent_56,9,Only House Elevation,True,False,False,0.32999999999999985,0.59
Agent_57,9,Only House Elevation,True,False,False,0.4899999999999999,0.62
Agent_58,9,Only House Elevation,True,False,False,0.4299999999999998,0.7000000000000001
Agent_59,9,Only House Elevation,True,False,False,0.21000000000000002,0.59
Agent_6,9,Only House Elevation,True,False,False,0.12000000000000001,0.59
Agent_60,9,Only House Elevation,True,False,False,0.1500000000000001,0.62
Agent_61,9,Only House Elevation,True,False,False,0.23999999999999996,0.5599999999999999
Agent_62,9,Only House Elevation,True,False,False,0.2,0.62
Agent_63,9,Only Flood Insurance,False,True,False,0.19000000000000003,0.58
Agent_64,9,Only House Elevation,True,False,False,0.23999999999999985,0.63
Agent_65,9,Only House Elevation,True,False,False,0.14000000000000007,0.62
Agent_66,9,Do Nothing,False,False,False,0.06999999999999999,0.6700000000000002
Agent_67,9,Only Flood Insurance,False,True,False,0.17999999999999997,0.61
Agent_68,9,Only House Elevation,True,False,False,0.3599999999999999,0.64
Agent_69,9,Only House Elevation,True,False,False,0.25999999999999984,0.63
Agent_7,9,Do Nothing,False,False,False,0.4799999999999999,0.58
Agent_70,9,Only House Elevation,True,False,False,0.16,0.7200000000000002
Agent_71,9,Only House Elevation,True,False,False,0.21999999999999992,0.7000000000000001
Agent_72,9,Only House Elevation,True,False,False,0.07000000000000005,0.63
Agent_73,9,Both Flood Insurance and House Elevation,True,True,False,0.32999999999999985,0.59
Agent_74,9,Only House Elevation,True,False,False,0.23000000000000004,0.65
Agent_75,9,Both Flood Insurance and House Elevation,True,True,False,0.21000000000000002,0.65
Agent_76,9,Do Nothing,False,False,False,0.06000000000000002,0.6900000000000001
Agent_77,9,Only House Elevation,True,False,False,0.3599999999999999,0.63
Agent_78,9,Both Flood Insurance and House Elevation,True,True,False,0.3599999999999999,0.5599999999999999
Agent_79,9,Only House Elevation,True,False,False,0.3799999999999999,0.68
Agent_8,9,Only Flood Insurance,False,True,False,0.07000000000000003,0.59
Agent_80,9,Only House Elevation,True,False,False,0.3199999999999999,0.65
Agent_81,9,Only House Elevation,True,False,False,0.24999999999999992,0.57
Agent_82,9,Both Flood Insurance and House Elevation,True,True,False,0.26,0.58
Agent_83,9,Only House Elevation,True,False,False,0.20999999999999994,0.6
Agent_84,9,Only House Elevation,True,False,False,0.46999999999999986,0.63
Agent_85,9,Only House Elevation,True,False,False,0.2799999999999999,0.64
Agent_86,9,Only House Elevation,True,False,False,0.13000000000000003,0.7000000000000001
Agent_87,9,Only House Elevation,True,False,False,0.29999999999999993,0.7300000000000002
Agent_88,9,Only House Elevation,True,False,False,0.44999999999999984,0.63
Agent_89,9,Only House Elevation,True,False,False,0.12000000000000009,0.7000000000000001
Agent_9,9,Only House Elevation,True,False,False,0.25999999999999995,0.59
Agent_90,9,Only House Elevation,True,False,False,0.49999999999999994,0.5599999999999999
Agent_91,9,Do Nothing,False,False,False,0.21999999999999997,0.63
Agent_92,9,Only House Elevation,True,False,False,0.060000000000000026,0.63
Agent_93,9,Only Flood Insurance,False,True,False,0.13000000000000006,0.68
Agent_94,9,Only House Elevation,True,False,False,0.15000000000000005,0.7200000000000002
Agent_95,9,Only Flood Insurance,False,True,False,0.17999999999999997,0.6900000000000001
Agent_96,9,Only House Elevation,True,False,False,0.3999999999999999,0.7100000000000002
Agent_97,9,Only House Elevation,True,False,False,0.3699999999999999,0.6900000000000001
Agent_98,9,Both Flood Insurance and House Elevation,True,True,False,0.40999999999999986,0.6700000000000002
Agent_99,9,Only House Elevation,True,False,False,0.25999999999999984,0.6700000000000002
Agent_1,10,Only House Elevation,True,False,False,0.06999999999999999,0.63
Agent_10,10,Only House Elevation,True,False,False,0.15000000000000005,0.7200000000000001
Agent_100,10,Only House Elevation,True,False,False,0.13000000000000006,0.7300000000000001
Agent_11,10,Only House Elevation,True,False,False,0.030000000000000016,0.7800000000000002
Agent_12,10,Only House Elevation,True,False,False,0.13000000000000003,0.61
Agent_13,10,Only House Elevation,True,False,False,0.030000000000000044,0.6900000000000001
Agent_14,10,Only House Elevation,True,False,False,0.19999999999999998,0.7500000000000002
Agent_15,10,Only House Elevation,True,False,False,0.5,0.7400000000000001
Agent_16,10,Both Flood Insurance and House Elevation,True,True,False,0.3099999999999999,0.7100000000000002
Agent_17,10,Only House Elevation,True,False,False,0.16,0.7700000000000002
Agent_18,10,Only House Elevation,True,False,False,0.0,0.67
Agent_19,10,Only House Elevation,True,False,False,0.22999999999999993,0.61
Agent_2,10,Only House Elevation,True,False,False,0.04000000000000002,0.7200000000000001
Agent_20,10,Only House Elevation,True,False,False,0.19999999999999993,0.64
Agent_21,10,Only House Elevation,True,False,False,0.15999999999999995,0.63
Agent_22,10,Only House Elevation,True,False,False,0.46999999999999986,0.7300000000000001
Agent_23,10,Only House Elevation,True,False,False,0.17,0.7900000000000003
Agent_24,10,Only House Elevation,True,False,False,0.2799999999999998,0.7500000000000002
Agent_25,10,Only House Elevation,True,False,False,0.06,0.7200000000000001
Agent_26,10,Only House Elevation,True,False,False,0.08000000000000006,0.6
Agent_27,10,Only House Elevation,True,False,False,0.20999999999999994,0.63
Agent_28,10,Only House Elevation,True,False,False,0.26999999999999985,0.7800000000000002
Agent_29,10,Only House Elevation,True,False,False,0.07000000000000005,0.67
Agent_3,10,Only House Elevation,True,False,False,0.32999999999999985,0.63
Agent_30,10,Only House Elevation,True,False,False,0.08000000000000006,0.7000000000000001
Agent_31,10,Only House Elevation,True,False,False,0.21,0.63
Agent_32,10,Only House Elevation,True,False,False,0.24999999999999997,0.65
Agent_33,10,Only House Elevation,True,False,False,0.25999999999999984,0.8000000000000003
Agent_34,10,Only House Elevation,True,False,False,0.22999999999999993,0.7800000000000002
Agent_35,10,Both Flood Insurance and House Elevation,True,True,False,0.11000000000000006,0.7100000000000002
Agent_36,10,Only House Elevation,True,False,False,0.36,0.61
Agent_37,10,Only House Elevation,True,False,False,0.32999999999999985,0.7600000000000002
Agent_38,10,Both Flood Insurance and House Elevation,True,True,False,0.38999999999999985,0.66
Agent_39,10,Only House Elevation,True,False,False,0.45999999999999996,0.6900000000000001
Agent_4,10,Only House Elevation,True,False,False,0.14000000000000007,0.63
Agent_40,10,Only House Elevation,True,False,False,0.21,0.7700000000000002
Agent_41,10,Only House Elevation,True,False,False,0.32999999999999985,0.6
Agent_42,10,Only House Elevation,True,False,False,0.32999999999999985,0.67
Agent_43,10,Only House Elevation,True,False,False,0.20999999999999994,0.6900000000000001
Agent_44,10,Do Nothing,False,False,False,0.22999999999999987,0.65
Agent_45,10,Both Flood Insurance and House Elevation,True,True,False,0.3499999999999999,0.6900000000000001
Agent_46,10,Only House Elevation,True,False,False,0.4699999999999999,0.6900000000000001
Agent_47,10,Only House Elevation,True,False,False,0.1199999999999999,0.61
Agent_48,10,Only House Elevation,True,False,False,0.5299999999999999,0.65
Agent_49,10,Only House Elevation,True,False,False,0.2699999999999998,0.8000000000000003
Agent_5,10,Both Flood Insurance and House Elevation,True,True,False,0.1400000000000001,0.6
Agent_50,10,Only House Elevation,True,False,False,0.34999999999999987,0.6900000000000001
Agent_51,10,Only House Elevation,True,False,False,0.3699999999999999,0.7200000000000001
Agent_52,10,Only Flood Insurance,False,True,False,0.4700000000000001,0.62
Agent_53,10,Only House Elevation,True,False,False,0.2399999999999999,0.68
Agent_54,10,Both Flood Insurance and House Elevation,True,True,False,0.47,0.67
Agent_55,10,Only House Elevation,True,False,False,0.31999999999999984,0.7200000000000001
Agent_56,10,Only House Elevation,True,False,False,0.30999999999999983,0.63
Agent_57,10,Only House Elevation,True,False,False,0.46999999999999986,0.66
Agent_58,10,Only House Elevation,True,False,False,0.4099999999999998,0.7400000000000001
Agent_59,10,Only House Elevation,True,False,False,0.19000000000000003,0.63
Agent_6,10,Only House Elevation,True,False,False,0.1,0.63
Agent_60,10,Only House Elevation,True,False,False,0.13000000000000012,0.66
Agent_61,10,Only House Elevation,True,False,False,0.21999999999999997,0.6
Agent_62,10,Only House Elevation,True,False,False,0.18000000000000002,0.66
Agent_63,10,Only Flood Insurance,False,True,False,0.21000000000000002,0.62
Agent_64,10,Only House Elevation,True,False,False,0.21999999999999986,0.67
Agent_65,10,Only House Elevation,True,False,False,0.12000000000000006,0.66
Agent_66,10,Only House Elevation,True,False,False,0.04999999999999999,0.7100000000000002
Agent_67,10,Only Flood Insurance,False,True,False,0.19999999999999996,0.65
Agent_68,10,Both Flood Insurance and House Elevation,True,True,False,0.3799999999999999,0.68
Agent_69,10,Only House Elevation,True,False,False,0.23999999999999985,0.67
Agent_7,10,Only Flood Insurance,False,True,False,0.49999999999999994,0.62
Agent_70,10,Only House Elevation,True,False,False,0.14,0.7600000000000002
Agent_71,10,Only House Elevation,True,False,False,0.19999999999999993,0.7400000000000001
Agent_72,10,Only House Elevation,True,False,False,0.050000000000000044,0.67
Agent_73,10,Only House Elevation,True,False,False,0.30999999999999983,0.63
Agent_74,10,Only House Elevation,True,False,False,0.21000000000000005,0.6900000000000001
Agent_75,10,Only House Elevation,True,False,False,0.19000000000000003,0.6900000000000001
Agent_76,10,Do Nothing,False,False,False,0.04000000000000002,0.7300000000000001
Agent_77,10,Only House Elevation,True,False,False,0.33999999999999986,0.67
Agent_78,10,Both Flood Insurance and House Elevation,True,True,False,0.3799999999999999,0.6
Agent_79,10,Both Flood Insurance and House Elevation,True,True,False,0.3999999999999999,0.7200000000000001
Agent_8,10,Only House Elevation,True,False,False,0.05000000000000003,0.63
Agent_80,10,Both Flood Insurance and House Elevation,True,True,False,0.3399999999999999,0.6900000000000001
Agent_81,10,Only House Elevation,True,False,False,0.22999999999999993,0.61
Agent_82,10,Only House Elevation,True,False,False,0.24000000000000002,0.62
Agent_83,10,Both Flood Insurance and House Elevation,True,True,False,0.22999999999999993,0.64
Agent_84,10,Both Flood Insurance and House Elevation,True,True,False,0.4899999999999999,0.67
Agent_85,10,Only House Elevation,True,False,False,0.2599999999999999,0.68
Agent_86,10,Only House Elevation,True,False,False,0.11000000000000003,0.7400000000000001
Agent_87,10,Only House Elevation,True,False,False,0.2799999999999999,0.7700000000000002
Agent_88,10,Only House Elevation,True,False,False,0.4299999999999998,0.67
Agent_89,10,Only House Elevation,True,False,False,0.10000000000000009,0.7400000000000001
Agent_9,10,Only House Elevation,True,False,False,0.23999999999999996,0.63
Agent_90,10,Only House Elevation,True,False,False,0.4799999999999999,0.6
Agent_91,10,Only House Elevation,True,False,False,0.19999999999999998,0.67
Agent_92,10,Only House Elevation,True,False,False,0.04000000000000002,0.67
Agent_93,10,Only House Elevation,True,False,False,0.11000000000000006,0.7200000000000001
Agent_94,10,Only House Elevation,True,False,False,0.13000000000000006,0.7600000000000002
Agent_95,10,Only House Elevation,True,False,False,0.15999999999999998,0.7300000000000001
Agent_96,10,Only House Elevation,True,False,False,0.3799999999999999,0.7500000000000002
Agent_97,10,Only House Elevation,True,False,False,0.34999999999999987,0.7300000000000001
Agent_98,10,Only House Elevation,True,False,False,0.38999999999999985,0.7100000000000002
Agent_99,10,Only House Elevation,True,False,False,0.23999999999999985,0.7100000000000002
